Area,Demand,Supply,Date,,,
Chittagong ,1124,1124,6/18/21,,,
Khulna ,1208,1208,6/18/21,,,
Rajshahi ,1075,1075,6/18/21,,,
Comilla,946,946,6/18/21,,,
Mymensingh,880,880,6/18/21,,,
Sylhet ,438,438,6/18/21,,,
Barisal ,292,292,6/18/21,,,
Rangpur ,698,698,6/18/21,,,
Dhaka,4093,4093,6/17/21,,,
Chittagong ,1221,1221,6/17/21,,,
Khulna ,1236,1236,6/17/21,,,
Rajshahi ,1049,1049,6/17/21,,,
Comilla,972,972,6/17/21,,,
Mymensingh,967,967,6/17/21,,,
Sylhet ,496,496,6/17/21,,,
Barisal ,293,293,6/17/21,,,
Rangpur ,763,763,6/17/21,,,
Dhaka,4105,4105,6/16/21,,,
Chittagong ,1141,1141,6/16/21,,,
Khulna ,1286,1286,6/16/21,,,
Rajshahi ,1180,1180,6/16/21,,,
Comilla,1030,1030,6/16/21,,,
Mymensingh,943,943,6/16/21,,,
Sylhet ,493,493,6/16/21,,,
Barisal ,310,310,6/16/21,,,
Rangpur ,797,797,6/16/21,,,
Dhaka,4299,4299,6/15/21,,,
Chittagong ,1264,1264,6/15/21,,,
Khulna ,1433,1433,6/15/21,,,
Rajshahi ,1279,1279,6/15/21,,,
Comilla,994,994,6/15/21,,,
Mymensingh,967,967,6/15/21,,,
Sylhet ,525,525,6/15/21,,,
Barisal ,332,332,6/15/21,,,
Rangpur ,704,704,6/15/21,,,
Dhaka,4358,4358,6/14/21,,,
Chittagong ,1279,1279,6/14/21,,,
Khulna ,1504,1504,6/14/21,,,
Rajshahi ,1266,1266,6/14/21,,,
Comilla,1168,1168,6/14/21,,,
Mymensingh,989,989,6/14/21,,,
Sylhet ,483,483,6/14/21,,,
Barisal ,357,357,6/14/21,,,
Rangpur ,787,787,6/14/21,,,
Dhaka,4427,4427,6/13/21,,,
Chittagong ,1240,1240,6/13/21,,,
Khulna ,1540,1540,6/13/21,,,
Rajshahi ,1293,1293,6/13/21,,,
Comilla,1193,1193,6/13/21,,,
Mymensingh,896,896,6/13/21,,,
Sylhet ,513,513,6/13/21,,,
Barisal ,356,356,6/13/21,,,
Rangpur ,786,786,6/13/21,,,
Dhaka,4337,4337,6/12/21,,,
Chittagong ,1239,1239,6/12/21,,,
Khulna ,1504,1504,6/12/21,,,
Rajshahi ,1194,1194,6/12/21,,,
Comilla,1180,1180,6/12/21,,,
Mymensingh,915,915,6/12/21,,,
Sylhet ,526,526,6/12/21,,,
Barisal ,349,349,6/12/21,,,
Rangpur ,800,800,6/12/21,,,
Dhaka,3635,3635,6/11/21,,,
Chittagong ,1234,1234,6/11/21,,,
Khulna ,1436,1436,6/11/21,,,
Rajshahi ,1121,1121,6/11/21,,,
Comilla,1086,1086,6/11/21,,,
Mymensingh,929,929,6/11/21,,,
Sylhet ,503,503,6/11/21,,,
Barisal ,341,341,6/11/21,,,
Rangpur ,761,761,6/11/21,,,
Dhaka,4226,4226,6/9/21,,,
Chittagong ,1300,1300,6/9/21,,,
Khulna ,1560,1560,6/9/21,,,
Rajshahi ,1251,1251,6/9/21,,,
Comilla,1207,1207,6/9/21,,,
Mymensingh,971,971,6/9/21,,,
Sylhet ,532,532,6/9/21,,,
Barisal ,374,374,6/9/21,,,
Rangpur ,815,815,6/9/21,,,
Dhaka,4082,4082,6/8/21,,,
Chittagong ,1248,1248,6/8/21,,,
Khulna ,1531,1531,6/8/21,,,
Rajshahi ,1339,1339,6/8/21,,,
Comilla,1050,1050,6/8/21,,,
Mymensingh,987,987,6/8/21,,,
Sylhet ,480,480,6/8/21,,,
Barisal ,316,316,6/8/21,,,
Rangpur ,732,732,6/8/21,,,
Dhaka,4008,4008,6/7/21,,,
Chittagong ,1196,1196,6/7/21,,,
Khulna ,1092,1092,6/7/21,,,
Rajshahi ,1084,1084,6/7/21,,,
Comilla,1076,1076,6/7/21,,,
Mymensingh,764,764,6/7/21,,,
Sylhet ,458,458,6/7/21,,,
Barisal ,204,204,6/7/21,,,
Rangpur ,737,737,6/7/21,,,
Dhaka,3728,3728,6/6/21,,,
Chittagong ,1026,1026,6/6/21,,,
Khulna ,927,927,6/6/21,,,
Rajshahi ,1104,1104,6/6/21,,,
Comilla,962,962,6/6/21,,,
Mymensingh,826,826,6/6/21,,,
Sylhet ,446,446,6/6/21,,,
Barisal ,181,181,6/6/21,,,
Rangpur ,692,692,6/6/21,,,
Dhaka,3988,3988,6/5/21,,,
Chittagong ,1207,1207,6/5/21,,,
Khulna ,1305,1305,6/5/21,,,
Rajshahi ,1185,1185,6/5/21,,,
Comilla,1014,1014,6/5/21,,,
Mymensingh,922,922,6/5/21,,,
Sylhet ,424,424,6/5/21,,,
Barisal ,336,336,6/5/21,,,
Rangpur ,654,654,6/5/21,,,
Dhaka,4248,4248,6/3/21,,,
Chittagong ,1272,1272,6/3/21,,,
Khulna ,1592,1592,6/3/21,,,
Rajshahi ,1281,1281,6/3/21,,,
Comilla,1175,1175,6/3/21,,,
Mymensingh,1013,1013,6/3/21,,,
Sylhet ,503,503,6/3/21,,,
Barisal ,336,336,6/3/21,,,
Rangpur ,772,772,6/3/21,,,
Dhaka,4333,4333,6/2/21,,,
Chittagong ,1190,1190,6/2/21,,,
Khulna ,1569,1569,6/2/21,,,
Rajshahi ,1342,1342,6/2/21,,,
Comilla,1240,1240,6/2/21,,,
Mymensingh,1013,1013,6/2/21,,,
Sylhet ,523,523,6/2/21,,,
Barisal ,381,381,6/2/21,,,
Rangpur ,789,789,6/2/21,,,
Dhaka,3896,3896,6/1/21,,,
Chittagong ,1106,1106,6/1/21,,,
Khulna ,1254,1254,6/1/21,,,
Rajshahi ,1306,1306,6/1/21,,,
Comilla,921,921,6/1/21,,,
Mymensingh,984,984,6/1/21,,,
Sylhet ,447,447,6/1/21,,,
Barisal ,300,300,6/1/21,,,
Rangpur ,812,812,6/1/21,,,
Dhaka,4079,4079,5/31/21,,,
Chittagong ,1268,1268,5/31/21,,,
Khulna ,1415,1415,5/31/21,,,
Rajshahi ,1169,1169,5/31/21,,,
Comilla,1035,1035,5/31/21,,,
Mymensingh,915,915,5/31/21,,,
Sylhet ,416,416,5/31/21,,,
Barisal ,338,338,5/31/21,,,
Rangpur ,713,713,5/31/21,,,
Dhaka,4121,4121,5/30/21,,,
Chittagong ,1342,1342,5/30/21,,,
Khulna ,1564,1564,5/30/21,,,
Rajshahi ,1251,1251,5/30/21,,,
Comilla,1263,1263,5/30/21,,,
Mymensingh,1005,1005,5/30/21,,,
Sylhet ,552,552,5/30/21,,,
Barisal ,412,412,5/30/21,,,
Rangpur ,809,809,5/30/21,,,
Dhaka,4453,4453,5/29/21,,,
Chittagong ,1331,1331,5/29/21,,,
Khulna ,1586,1586,5/29/21,,,
Rajshahi ,1224,1224,5/29/21,,,
Comilla,1244,1244,5/29/21,,,
Mymensingh,974,974,5/29/21,,,
Sylhet ,578,578,5/29/21,,,
Barisal ,402,402,5/29/21,,,
Rangpur ,808,808,5/29/21,,,
Dhaka,3748,3748,5/28/21,,,
Chittagong ,1304,1304,5/28/21,,,
Khulna ,1512,1512,5/28/21,,,
Rajshahi ,1015,1015,5/28/21,,,
Comilla,1197,1197,5/28/21,,,
Mymensingh,919,919,5/28/21,,,
Sylhet ,514,514,5/28/21,,,
Barisal ,344,344,5/28/21,,,
Rangpur ,645,645,5/28/21,,,
Dhaka,4013,4013,5/27/21,,,
Chittagong ,1249,1249,5/27/21,,,
Khulna ,1520,1520,5/27/21,,,
Rajshahi ,1075,1075,5/27/21,,,
Comilla,1155,1155,5/27/21,,,
Mymensingh,866,866,5/27/21,,,
Sylhet ,550,550,5/27/21,,,
Barisal ,350,350,5/27/21,,,
Rangpur ,566,566,5/27/21,,,
Dhaka,3827,3827,5/26/21,,,
Chittagong ,1199,1199,5/26/21,,,
Khulna ,1294,1294,5/26/21,,,
Rajshahi ,1131,1131,5/26/21,,,
Comilla,1042,1042,5/26/21,,,
Mymensingh,957,957,5/26/21,,,
Sylhet ,508,508,5/26/21,,,
Barisal ,267,267,5/26/21,,,
Rangpur ,783,783,5/26/21,,,
Dhaka,4275,4275,5/25/21,,,
Chittagong ,1305,1305,5/25/21,,,
Khulna ,1407,1407,5/25/21,,,
Rajshahi ,1116,1116,5/25/21,,,
Comilla,1161,1161,5/25/21,,,
Mymensingh,595,595,5/25/21,,,
Sylhet ,446,446,5/25/21,,,
Barisal ,202,202,5/25/21,,,
Rangpur ,805,805,5/25/21,,,
Dhaka,4695,4695,5/24/21,,,
Chittagong ,949,949,5/24/21,,,
Khulna ,1530,1530,5/24/21,,,
Rajshahi ,1152,1152,5/24/21,,,
Comilla,964,964,5/24/21,,,
Mymensingh,1047,1047,5/24/21,,,
Sylhet ,310,310,5/24/21,,,
Barisal ,404,404,5/24/21,,,
Rangpur ,679,679,5/24/21,,,
Dhaka,4570,4570,5/23/21,,,
Chittagong ,1111,1111,5/23/21,,,
Khulna ,1689,1689,5/23/21,,,
Rajshahi ,1403,1403,5/23/21,,,
Comilla,1262,1262,5/23/21,,,
Mymensingh,936,936,5/23/21,,,
Sylhet ,565,565,5/23/21,,,
Barisal ,397,397,5/23/21,,,
Rangpur ,746,746,5/23/21,,,
Dhaka,4259,4259,5/22/21,,,
Chittagong ,1308,1308,5/22/21,,,
Khulna ,1656,1656,5/22/21,,,
Rajshahi ,1346,1346,5/22/21,,,
Comilla,1325,1325,5/22/21,,,
Mymensingh,1046,1046,5/22/21,,,
Sylhet ,566,566,5/22/21,,,
Barisal ,427,427,5/22/21,,,
Rangpur ,777,777,5/22/21,,,
Dhaka,3778,3778,5/21/21,,,
Chittagong ,1323,1323,5/21/21,,,
Khulna ,1605,1605,5/21/21,,,
Rajshahi ,1226,1226,5/21/21,,,
Comilla,1297,1297,5/21/21,,,
Mymensingh,1026,1026,5/21/21,,,
Sylhet ,497,497,5/21/21,,,
Barisal ,408,408,5/21/21,,,
Rangpur ,794,794,5/21/21,,,
Dhaka,3820,3820,5/20/21,,,
Chittagong ,1307,1307,5/20/21,,,
Khulna ,1626,1626,5/20/21,,,
Rajshahi ,1146,1146,5/20/21,,,
Comilla,1299,1299,5/20/21,,,
Mymensingh,773,773,5/20/21,,,
Sylhet ,362,362,5/20/21,,,
Barisal ,400,400,5/20/21,,,
Rangpur ,701,701,5/20/21,,,
Dhaka,3819,3819,5/19/21,,,
Chittagong ,1310,1310,5/19/21,,,
Khulna ,1593,1593,5/19/21,,,
Rajshahi ,1369,1369,5/19/21,,,
Comilla,1273,1273,5/19/21,,,
Mymensingh,979,979,5/19/21,,,
Sylhet ,503,503,5/19/21,,,
Barisal ,392,392,5/19/21,,,
Rangpur ,821,821,5/19/21,,,
Dhaka,3073,3073,5/18/21,,,
Chittagong ,1313,1313,5/18/21,,,
Khulna ,1198,1198,5/18/21,,,
Rajshahi ,1286,1286,5/18/21,,,
Comilla,1217,1217,5/18/21,,,
Mymensingh,892,892,5/18/21,,,
Sylhet ,398,398,5/18/21,,,
Barisal ,371,371,5/18/21,,,
Rangpur ,787,787,5/18/21,,,
Dhaka,3310,3310,5/17/21,,,
Chittagong ,1256,1256,5/17/21,,,
Khulna ,1398,1398,5/17/21,,,
Rajshahi ,1145,1145,5/17/21,,,
Comilla,1279,1279,5/17/21,,,
Mymensingh,753,753,5/17/21,,,
Sylhet ,427,427,5/17/21,,,
Barisal ,401,401,5/17/21,,,
Rangpur ,752,752,5/17/21,,,
Dhaka,3050,3050,5/16/21,,,
Chittagong ,1169,1169,5/16/21,,,
Khulna ,1404,1404,5/16/21,,,
Rajshahi ,1092,1092,5/16/21,,,
Comilla,1178,1178,5/16/21,,,
Mymensingh,913,913,5/16/21,,,
Sylhet ,390,390,5/16/21,,,
Barisal ,361,361,5/16/21,,,
Rangpur ,749,749,5/16/21,,,
Dhaka,2402,2402,5/15/21,,,
Chittagong ,894,894,5/15/21,,,
Khulna ,1215,1215,5/15/21,,,
Rajshahi ,959,959,5/15/21,,,
Comilla,781,781,5/15/21,,,
Mymensingh,762,762,5/15/21,,,
Sylhet ,366,366,5/15/21,,,
Barisal ,344,344,5/15/21,,,
Rangpur ,652,652,5/15/21,,,
Dhaka,2625,2625,5/14/21,,,
Chittagong ,799,799,5/14/21,,,
Khulna ,1376,1376,5/14/21,,,
Rajshahi ,1066,1066,5/14/21,,,
Comilla,1240,1240,5/14/21,,,
Mymensingh,915,915,5/14/21,,,
Sylhet ,395,395,5/14/21,,,
Barisal ,303,303,5/14/21,,,
Rangpur ,649,649,5/14/21,,,
Dhaka,2526,2526,5/13/21,,,
Chittagong ,914,914,5/13/21,,,
Khulna ,1322,1322,5/13/21,,,
Rajshahi ,937,937,5/13/21,,,
Comilla,1075,1075,5/13/21,,,
Mymensingh,673,673,5/13/21,,,
Sylhet ,351,351,5/13/21,,,
Barisal ,325,325,5/13/21,,,
Rangpur ,536,536,5/13/21,,,
Dhaka,3002,3002,5/12/21,,,
Chittagong ,1221,1221,5/12/21,,,
Khulna ,1354,1354,5/12/21,,,
Rajshahi ,725,725,5/12/21,,,
Comilla,1105,1105,5/12/21,,,
Mymensingh,936,936,5/12/21,,,
Sylhet ,472,472,5/12/21,,,
Barisal ,341,341,5/12/21,,,
Rangpur ,545,545,5/12/21,,,
Dhaka,2908,2908,5/11/21,,,
Chittagong ,1309,1309,5/11/21,,,
Khulna ,960,960,5/11/21,,,
Rajshahi ,875,875,5/11/21,,,
Comilla,976,976,5/11/21,,,
Mymensingh,758,758,5/11/21,,,
Sylhet ,489,489,5/11/21,,,
Barisal ,233,233,5/11/21,,,
Rangpur ,617,617,5/11/21,,,
Dhaka,3576,3576,5/10/21,,,
Chittagong ,1219,1219,5/10/21,,,
Khulna ,1480,1480,5/10/21,,,
Rajshahi ,1147,1147,5/10/21,,,
Comilla,1165,1165,5/10/21,,,
Mymensingh,499,499,5/10/21,,,
Sylhet ,357,357,5/10/21,,,
Barisal ,337,337,5/10/21,,,
Rangpur ,546,546,5/10/21,,,
Dhaka,3817,3817,5/9/21,,,
Chittagong ,1227,1227,5/9/21,,,
Khulna ,1270,1270,5/9/21,,,
Rajshahi ,1115,1115,5/9/21,,,
Comilla,1034,1034,5/9/21,,,
Mymensingh,792,792,5/9/21,,,
Sylhet ,441,441,5/9/21,,,
Barisal ,273,273,5/9/21,,,
Rangpur ,619,619,5/9/21,,,
Dhaka,4349,4349,5/8/21,,,
Chittagong ,1353,1353,5/8/21,,,
Khulna ,1594,1594,5/8/21,,,
Rajshahi ,1164,1164,5/8/21,,,
Comilla,1244,1244,5/8/21,,,
Mymensingh,979,979,5/8/21,,,
Sylhet ,486,486,5/8/21,,,
Barisal ,355,355,5/8/21,,,
Rangpur ,620,620,5/8/21,,,
Dhaka,4020,4020,5/7/21,,,
Chittagong ,1307,1307,5/7/21,,,
Khulna ,1489,1489,5/7/21,,,
Rajshahi ,1016,1016,5/7/21,,,
Comilla,1140,1140,5/7/21,,,
Mymensingh,475,475,5/7/21,,,
Sylhet ,508,508,5/7/21,,,
Barisal ,342,342,5/7/21,,,
Rangpur ,455,455,5/7/21,,,
Dhaka,4209,4209,5/6/21,,,
Chittagong ,1316,1316,5/6/21,,,
Khulna ,1478,1478,5/6/21,,,
Rajshahi ,1291,1291,5/6/21,,,
Comilla,1172,1172,5/6/21,,,
Mymensingh,1034,1034,5/6/21,,,
Sylhet ,498,498,5/6/21,,,
Barisal ,368,368,5/6/21,,,
Rangpur ,701,701,5/6/21,,,
Dhaka,4161,4161,5/5/21,,,
Chittagong ,1312,1312,5/5/21,,,
Khulna ,1112,1112,5/5/21,,,
Rajshahi ,904,904,5/5/21,,,
Comilla,1174,1174,5/5/21,,,
Mymensingh,958,958,5/5/21,,,
Sylhet ,486,486,5/5/21,,,
Barisal ,367,367,5/5/21,,,
Rangpur ,647,647,5/5/21,,,
Dhaka,3967,3967,5/4/21,,,
Chittagong ,1185,1185,5/4/21,,,
Khulna ,1289,1289,5/4/21,,,
Rajshahi ,1208,1208,5/4/21,,,
Comilla,1004,1004,5/4/21,,,
Mymensingh,914,914,5/4/21,,,
Sylhet ,377,377,5/4/21,,,
Barisal ,347,347,5/4/21,,,
Rangpur ,626,626,5/4/21,,,
Dhaka,4312,4312,5/3/21,,,
Chittagong ,1319,1319,5/3/21,,,
Khulna ,1630,1630,5/3/21,,,
Rajshahi ,1205,1205,5/3/21,,,
Comilla,1232,1232,5/3/21,,,
Mymensingh,1063,1063,5/3/21,,,
Sylhet ,480,480,5/3/21,,,
Barisal ,401,401,5/3/21,,,
Rangpur ,763,763,5/3/21,,,
Dhaka,4370,4370,5/2/21,,,
Chittagong ,1343,1343,5/2/21,,,
Khulna ,1474,1474,5/2/21,,,
Rajshahi ,1272,1272,5/2/21,,,
Comilla,1276,1276,5/2/21,,,
Mymensingh,900,900,5/2/21,,,
Sylhet ,406,406,5/2/21,,,
Barisal ,423,423,5/2/21,,,
Rangpur ,773,773,5/2/21,,,
Dhaka,3746,3746,5/1/21,,,
Chittagong ,1144,1144,5/1/21,,,
Khulna ,1595,1595,5/1/21,,,
Rajshahi ,1287,1287,5/1/21,,,
Comilla,1023,1023,5/1/21,,,
Mymensingh,958,958,5/1/21,,,
Sylhet ,441,441,5/1/21,,,
Barisal ,409,409,5/1/21,,,
Rangpur ,624,624,5/1/21,,,
Dhaka,4154,4154,4/30/21,,,
Chittagong ,1337,1337,4/30/21,,,
Khulna ,1622,1622,4/30/21,,,
Rajshahi ,1373,1373,4/30/21,,,
Comilla,1299,1299,4/30/21,,,
Mymensingh,1073,1073,4/30/21,,,
Sylhet ,504,504,4/30/21,,,
Barisal ,404,404,4/30/21,,,
Rangpur ,789,789,4/30/21,,,
Dhaka,4605,4605,4/29/21,,,
Chittagong ,1370,1370,4/29/21,,,
Khulna ,1620,1620,4/29/21,,,
Rajshahi ,1224,1224,4/29/21,,,
Comilla,1324,1324,4/29/21,,,
Mymensingh,1072,1072,4/29/21,,,
Sylhet ,558,558,4/29/21,,,
Barisal ,422,422,4/29/21,,,
Rangpur ,772,772,4/29/21,,,
Dhaka,4566,4566,4/28/21,,,
Chittagong ,1382,1382,4/28/21,,,
Khulna ,1689,1689,4/28/21,,,
Rajshahi ,1229,1229,4/28/21,,,
Comilla,1272,1272,4/28/21,,,
Mymensingh,1012,1012,4/28/21,,,
Sylhet ,522,522,4/28/21,,,
Barisal ,395,395,4/28/21,,,
Rangpur ,231,231,4/28/21,,,
Dhaka,4588,4543,4/27/21,,,
Chittagong ,1348,1348,4/27/21,,,
Khulna ,1708,1653,4/27/21,,,
Rajshahi ,1484,1447,4/27/21,,,
Comilla,1328,1288,4/27/21,,,
Mymensingh,1133,1089,4/27/21,,,
Sylhet ,545,545,4/27/21,,,
Barisal ,392,392,4/27/21,,,
Rangpur ,845,791,4/27/21,,,
Dhaka,4451,4451,4/26/21,,,
Chittagong ,1380,1380,4/26/21,,,
Khulna ,1621,1621,4/26/21,,,
Rajshahi ,1453,1453,4/26/21,,,
Comilla,1318,1318,4/26/21,,,
Mymensingh,1103,1103,4/26/21,,,
Sylhet ,535,535,4/26/21,,,
Barisal ,406,406,4/26/21,,,
Rangpur ,798,798,4/26/21,,,
Dhaka,4299,4299,4/25/21,,,
Chittagong ,1349,1349,4/25/21,,,
Khulna ,1586,1586,4/25/21,,,
Rajshahi ,1461,1461,4/25/21,,,
Comilla,1290,1290,4/25/21,,,
Mymensingh,1073,1073,4/25/21,,,
Sylhet ,535,535,4/25/21,,,
Barisal ,376,376,4/25/21,,,
Rangpur ,765,765,4/25/21,,,
Dhaka,4142,4142,4/24/21,,,
Chittagong ,1284,1284,4/24/21,,,
Khulna ,1606,1606,4/24/21,,,
Rajshahi ,1388,1388,4/24/21,,,
Comilla,1197,1197,4/24/21,,,
Mymensingh,1117,1117,4/24/21,,,
Sylhet ,509,509,4/24/21,,,
Barisal ,377,377,4/24/21,,,
Rangpur ,790,790,4/24/21,,,
Dhaka,3584,3584,4/23/21,,,
Chittagong ,1289,1289,4/23/21,,,
Khulna ,1466,1466,4/23/21,,,
Rajshahi ,1215,1215,4/23/21,,,
Comilla,1174,1174,4/23/21,,,
Mymensingh,1018,1018,4/23/21,,,
Sylhet ,469,469,4/23/21,,,
Barisal ,356,356,4/23/21,,,
Rangpur ,755,755,4/23/21,,,
Dhaka,4049,4049,4/22/21,,,
Chittagong ,1297,1297,4/22/21,,,
Khulna ,1539,1539,4/22/21,,,
Rajshahi ,1162,1162,4/22/21,,,
Comilla,1194,1194,4/22/21,,,
Mymensingh,994,994,4/22/21,,,
Sylhet ,512,512,4/22/21,,,
Barisal ,358,358,4/22/21,,,
Rangpur ,685,685,4/22/21,,,
Dhaka,4343,4343,4/21/21,,,
Chittagong ,1280,1280,4/21/21,,,
Khulna ,1553,1553,4/21/21,,,
Rajshahi ,851,851,4/21/21,,,
Comilla,1176,1176,4/21/21,,,
Mymensingh,1049,1049,4/21/21,,,
Sylhet ,515,515,4/21/21,,,
Barisal ,356,356,4/21/21,,,
Rangpur ,815,815,4/21/21,,,
Dhaka,4292,4292,4/20/21,,,
Chittagong ,1308,1308,4/20/21,,,
Khulna ,1608,1608,4/20/21,,,
Rajshahi ,1488,1488,4/20/21,,,
Comilla,1283,1283,4/20/21,,,
Mymensingh,1101,1101,4/20/21,,,
Sylhet ,501,501,4/20/21,,,
Barisal ,378,378,4/20/21,,,
Rangpur ,726,726,4/20/21,,,
Dhaka,4291,4291,4/19/21,,,
Chittagong ,1304,1304,4/19/21,,,
Khulna ,1606,1606,4/19/21,,,
Rajshahi ,1439,1439,4/19/21,,,
Comilla,1254,1254,4/19/21,,,
Mymensingh,1072,1072,4/19/21,,,
Sylhet ,451,451,4/19/21,,,
Barisal ,356,356,4/19/21,,,
Rangpur ,751,751,4/19/21,,,
Dhaka,4043,4043,4/18/21,,,
Chittagong ,1278,1278,4/18/21,,,
Khulna ,1580,1580,4/18/21,,,
Rajshahi ,1413,1413,4/18/21,,,
Comilla,1246,1246,4/18/21,,,
Mymensingh,1078,1078,4/18/21,,,
Sylhet ,446,446,4/18/21,,,
Barisal ,339,339,4/18/21,,,
Rangpur ,697,697,4/18/21,,,
Dhaka,3844,3844,4/17/21,,,
Chittagong ,1309,1309,4/17/21,,,
Khulna ,1514,1514,4/17/21,,,
Rajshahi ,1375,1375,4/17/21,,,
Comilla,1127,1127,4/17/21,,,
Mymensingh,959,959,4/17/21,,,
Sylhet ,418,418,4/17/21,,,
Barisal ,335,335,4/17/21,,,
Rangpur ,574,574,4/17/21,,,
Dhaka,3979,3979,4/16/21,,,
Chittagong ,1290,1290,4/16/21,,,
Khulna ,1569,1569,4/16/21,,,
Rajshahi ,1413,1413,4/16/21,,,
Comilla,1263,1263,4/16/21,,,
Mymensingh,1111,1111,4/16/21,,,
Sylhet ,484,484,4/16/21,,,
Barisal ,383,383,4/16/21,,,
Rangpur ,798,798,4/16/21,,,
Dhaka,4189,4189,4/15/21,,,
Chittagong ,1371,1371,4/15/21,,,
Khulna ,1617,1617,4/15/21,,,
Rajshahi ,1485,1485,4/15/21,,,
Comilla,1289,1289,4/15/21,,,
Mymensingh,1100,1100,4/15/21,,,
Sylhet ,513,513,4/15/21,,,
Barisal ,381,381,4/15/21,,,
Rangpur ,793,793,4/15/21,,,
Dhaka,4013,4013,4/14/21,,,
Chittagong ,1313,1313,4/14/21,,,
Khulna ,1591,1591,4/14/21,,,
Rajshahi ,1461,1461,4/14/21,,,
Comilla,1290,1290,4/14/21,,,
Mymensingh,1099,1099,4/14/21,,,
Sylhet ,517,517,4/14/21,,,
Barisal ,380,380,4/14/21,,,
Rangpur ,796,796,4/14/21,,,
Dhaka,4246,4246,4/13/21,,,
Chittagong ,1338,1338,4/13/21,,,
Khulna ,1639,1639,4/13/21,,,
Rajshahi ,1428,1428,4/13/21,,,
Comilla,1301,1301,4/13/21,,,
Mymensingh,1056,1056,4/13/21,,,
Sylhet ,493,493,4/13/21,,,
Barisal ,383,383,4/13/21,,,
Rangpur ,833,833,4/13/21,,,
Dhaka,4398,4398,4/12/21,,,
Chittagong ,1406,1406,4/12/21,,,
Khulna ,1624,1624,4/12/21,,,
Rajshahi ,1365,1365,4/12/21,,,
Comilla,1294,1294,4/12/21,,,
Mymensingh,1040,1040,4/12/21,,,
Sylhet ,466,466,4/12/21,,,
Barisal ,373,373,4/12/21,,,
Rangpur ,763,763,4/12/21,,,
Dhaka,4366,4366,4/11/21,,,
Chittagong ,1296,1296,4/11/21,,,
Khulna ,1571,1571,4/11/21,,,
Rajshahi ,1075,1075,4/11/21,,,
Comilla,1278,1278,4/11/21,,,
Mymensingh,965,965,4/11/21,,,
Sylhet ,474,474,4/11/21,,,
Barisal ,373,373,4/11/21,,,
Rangpur ,803,803,4/11/21,,,
Dhaka,4337,4337,4/10/21,,,
Chittagong ,1319,1319,4/10/21,,,
Khulna ,1609,1609,4/10/21,,,
Rajshahi ,1389,1389,4/10/21,,,
Comilla,1247,1247,4/10/21,,,
Mymensingh,978,978,4/10/21,,,
Sylhet ,498,498,4/10/21,,,
Barisal ,355,355,4/10/21,,,
Rangpur ,764,764,4/10/21,,,
Dhaka,3717,3717,4/9/21,,,
Chittagong ,1148,1148,4/9/21,,,
Khulna ,1505,1505,4/9/21,,,
Rajshahi ,1087,1087,4/9/21,,,
Comilla,1205,1205,4/9/21,,,
Mymensingh,878,878,4/9/21,,,
Sylhet ,445,445,4/9/21,,,
Barisal ,347,347,4/9/21,,,
Rangpur ,716,716,4/9/21,,,
Dhaka,4207,4207,4/8/21,,,
Chittagong ,1244,1244,4/8/21,,,
Khulna ,1489,1489,4/8/21,,,
Rajshahi ,1363,1363,4/8/21,,,
Comilla,1195,1195,4/8/21,,,
Mymensingh,991,991,4/8/21,,,
Sylhet ,462,462,4/8/21,,,
Barisal ,312,312,4/8/21,,,
Rangpur ,723,723,4/8/21,,,
Dhaka,4193,4193,4/7/21,,,
Chittagong ,1173,1173,4/7/21,,,
Khulna ,1517,1517,4/7/21,,,
Rajshahi ,1357,1357,4/7/21,,,
Comilla,1171,1171,4/7/21,,,
Mymensingh,997,997,4/7/21,,,
Sylhet ,469,469,4/7/21,,,
Barisal ,333,333,4/7/21,,,
Rangpur ,763,763,4/7/21,,,
Dhaka,3967,3967,4/6/21,,,
Chittagong ,1154,1154,4/6/21,,,
Khulna ,1438,1438,4/6/21,,,
Rajshahi ,1289,1289,4/6/21,,,
Comilla,1050,1050,4/6/21,,,
Mymensingh,978,978,4/6/21,,,
Sylhet ,433,433,4/6/21,,,
Barisal ,314,314,4/6/21,,,
Rangpur ,775,775,4/6/21,,,
Dhaka,3765,3765,4/5/21,,,
Chittagong ,1211,1211,4/5/21,,,
Khulna ,1327,1327,4/5/21,,,
Rajshahi ,1199,1199,4/5/21,,,
Comilla,1049,1049,4/5/21,,,
Mymensingh,870,870,4/5/21,,,
Sylhet ,404,404,4/5/21,,,
Barisal ,285,285,4/5/21,,,
Rangpur ,743,743,4/5/21,,,
Dhaka,4377,4377,4/3/21,,,
Chittagong ,1233,1233,4/3/21,,,
Khulna ,1552,1552,4/3/21,,,
Rajshahi ,1361,1361,4/3/21,,,
Comilla,1189,1189,4/3/21,,,
Mymensingh,1024,1024,4/3/21,,,
Sylhet ,445,445,4/3/21,,,
Barisal ,328,328,4/3/21,,,
Rangpur ,754,754,4/3/21,,,
Dhaka,3792,3792,4/2/21,,,
Chittagong ,1152,1152,4/2/21,,,
Khulna ,1476,1476,4/2/21,,,
Rajshahi ,1274,1274,4/2/21,,,
Comilla,1154,1154,4/2/21,,,
Mymensingh,1008,1008,4/2/21,,,
Sylhet ,373,373,4/2/21,,,
Barisal ,309,309,4/2/21,,,
Rangpur ,705,705,4/2/21,,,
Dhaka,4555,4555,4/1/21,,,
